row,episode,episode_step_start,episode_step_end,window_index,chunk_index,label,credit_source,policy_subtask,policy_command,relabeled_subtask,relabeled_command,n_suggested,policy_subtask_raw
993,8,801,810,70,5,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
994,8,811,820,70,6,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
995,8,821,830,70,7,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
996,8,831,840,70,8,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
997,8,841,850,70,9,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
998,8,851,860,70,10,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
999,8,861,870,70,11,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1000,8,871,880,70,12,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1001,8,881,890,70,13,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1002,8,891,900,70,14,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1003,8,901,910,71,0,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1004,8,911,920,71,1,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1005,8,921,930,71,2,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1006,8,931,940,71,3,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1007,8,941,950,71,4,GOOD,,"The vehicle remains stopped normally, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped normally, steadily maintaining its position.;<loc1021>"
1008,8,951,960,71,5,GOOD,,The vehicle remains stopped normally.,stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,<loc1022>The vehicle remains stopped normally.;<loc1021>
1009,8,961,970,71,6,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1010,8,971,980,71,7,BAD,direct,"The vehicle remains stopped normally, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped normally, steadily maintaining its position.;<loc1021>"
1011,8,981,990,71,8,BAD,direct,The vehicle remains stopped normally.,stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,<loc1022>The vehicle remains stopped normally.;<loc1021>
1012,8,991,1000,71,9,BAD,direct,"The vehicle remains stopped normally, maintaining a steady course.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped normally, maintaining a steady course.;<loc1021>"
1013,8,1001,1010,71,10,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1014,8,1011,1020,71,11,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1015,8,1021,1030,71,12,BAD,precursor,The vehicle remains stopped normally.,stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,<loc1022>The vehicle remains stopped normally.;<loc1021>
1016,8,1031,1040,71,13,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1017,8,1041,1050,71,14,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1018,8,1051,1060,72,0,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1019,8,1061,1070,72,1,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1020,8,1071,1080,72,2,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1021,8,1081,1090,72,3,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1022,8,1091,1100,72,4,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1023,8,1101,1110,72,5,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1024,8,1111,1120,72,6,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1025,8,1121,1130,72,7,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1026,8,1131,1140,72,8,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1027,8,1141,1150,72,9,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1028,8,1151,1160,72,10,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1029,8,1161,1170,72,11,BAD,direct,"The vehicle remains stopped normally, maintaining a steady course.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped normally, maintaining a steady course.;<loc1021>"
1030,8,1171,1180,72,12,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1031,8,1181,1190,72,13,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1032,8,1191,1200,72,14,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1033,8,1201,1210,73,0,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1034,8,1211,1220,73,1,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1035,8,1221,1230,73,2,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1036,8,1231,1240,73,3,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1037,8,1241,1250,73,4,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1038,8,1251,1260,73,5,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1039,8,1261,1270,73,6,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1040,8,1271,1280,73,7,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1041,8,1281,1290,73,8,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1042,8,1291,1300,73,9,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1043,8,1301,1310,73,10,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1044,8,1311,1320,73,11,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1045,8,1321,1330,73,12,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1046,8,1331,1340,73,13,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1047,8,1341,1350,73,14,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1048,8,1351,1360,74,0,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1049,8,1361,1370,74,1,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1050,8,1371,1380,74,2,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1051,8,1381,1390,74,3,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1052,8,1391,1400,74,4,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1053,8,1401,1410,74,5,GOOD,,The vehicle remains stopped normally.,stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,<loc1022>The vehicle remains stopped normally.;<loc1021>
1054,8,1411,1420,74,6,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1055,8,1421,1430,74,7,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1056,8,1431,1440,74,8,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1057,8,1441,1450,74,9,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1058,8,1451,1460,74,10,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1059,8,1461,1470,74,11,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1060,8,1471,1480,74,12,GOOD,,"The vehicle normally follows the route, accelerating to a steady speed.",follow,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle normally follows the route, accelerating to a steady speed.;<loc1021>"
1061,8,1481,1490,74,13,GOOD,,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,"The vehicle normally follows the route, accelerating and maintaining a steady course.",follow,1,"<loc1022>The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.;<loc1021>"
1062,8,1491,1500,74,14,GOOD,,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,"The vehicle normally follows the route, accelerating and maintaining a steady course.",follow,1,"<loc1022>The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.;<loc1021>"
1063,8,1501,1510,75,0,GOOD,,"The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.",follow,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle normally follows the route, maintaining a steady speed with smooth control inputs.;<loc1021>"
1064,8,1511,1520,75,1,GOOD,,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,"The vehicle maintains a steady speed while following the route, staying centered in its lane.",maintain,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
1065,8,1521,1530,75,2,GOOD,,"The vehicle smoothly follows the route, maintaining its speed.",follow,The vehicle maintains a steady course and safe speed along the route.,maintain,1,"<loc1022>The vehicle smoothly follows the route, maintaining its speed.;<loc1021>"
1066,8,1531,1540,75,3,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle smoothly follows the route, maintaining its speed.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
1067,8,1541,1550,75,4,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle normally follows the route, maintaining its speed and direction.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
1068,8,1551,1560,75,5,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle normally follows the route, maintaining steady lane keeping to finish.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
1069,8,1561,1563,75,6,GOOD,,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,"The vehicle follows the route, maintaining its speed to complete the window.",follow,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
1070,9,1,10,76,0,BAD,precursor,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
1071,9,11,20,76,1,BAD,precursor,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,The vehicle accelerates normally to follow the route.,accelerate,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
1072,9,21,30,76,2,BAD,direct,"The vehicle accelerates normally to follow the route, maintaining a steady straight course.",accelerate,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle accelerates normally to follow the route, maintaining a steady straight course.;<loc1021>"
1073,9,31,40,76,3,BAD,direct,"The vehicle normally follows the route, accelerating to maintain a steady speed.",follow,"The vehicle accelerates normally to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle normally follows the route, accelerating to maintain a steady speed.;<loc1021>"
1074,9,41,50,76,4,GOOD,,"The vehicle accelerates normally to follow the route, maintaining a steady straight course.",accelerate,"The vehicle accelerates smoothly to follow the front car, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle accelerates normally to follow the route, maintaining a steady straight course.;<loc1021>"
1075,9,51,60,76,5,GOOD,,"The vehicle normally follows the route, maintaining a steady speed.",follow,"The vehicle maintains a steady course, following the car ahead at a normal pace.",maintain,1,"<loc1022>The vehicle normally follows the route, maintaining a steady speed.;<loc1021>"
1076,9,61,70,76,6,GOOD,,"The vehicle normally follows the route, accelerating smoothly and maintaining a straight course.",follow,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,1,"<loc1022>The vehicle normally follows the route, accelerating smoothly and maintaining a straight course.;<loc1021>"
1077,9,71,80,76,7,GOOD,,The vehicle steadily decelerates to maintain a safe following distance behind the front car.,decelerate,"The vehicle decelerates smoothly to stay behind the front car, driving cautiously.",decelerate,1,<loc1022>The vehicle steadily decelerates to maintain a safe following distance behind the front car.;<loc1021>
1078,9,81,90,76,8,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
1079,9,91,100,76,9,GOOD,,The vehicle smoothly decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle remained stopped, steadily maintaining its position behind the front vehicle.",stop,1,<loc1022>The vehicle smoothly decelerates to a stop while maintaining a straight course.;<loc1021>
1080,9,101,110,76,10,BAD,precursor,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle accelerates steadily to follow the front car, maintaining a straight course.",accelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
1081,9,111,120,76,11,BAD,direct,"The vehicle follows the route, accelerating normally to maintain forward progress.",follow,"The vehicle normally follows the route, maintaining reduced speed behind the front car.",follow,1,"<loc1022>The vehicle follows the route, accelerating normally to maintain forward progress.;<loc1021>"
1082,9,121,130,76,12,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle follows the route, maintaining reduced speed with a steady course.",follow,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1083,9,131,140,76,13,BAD,direct,"The vehicle accelerates normally to follow the route, maintaining a steady straight course.",accelerate,"The vehicle normally follows the route, maintaining reduced speed behind the front car.",follow,1,"<loc1022>The vehicle accelerates normally to follow the route, maintaining a steady straight course.;<loc1021>"
1084,9,141,150,76,14,,,"The vehicle follows the route, maintaining a steady speed to maintain a safe following distance.",follow,"The vehicle normally follows the route, maintaining a steady speed.",follow,1,"<loc1022>The vehicle follows the route, maintaining a steady speed to maintain a safe following distance.;<loc1021>"
1085,9,151,160,77,0,GOOD,,"The vehicle accelerates normally to follow the route, maintaining a steady straight course.",accelerate,"The vehicle cautiously follows the route, maintaining steady lane keeping.",follow,1,"<loc1022>The vehicle accelerates normally to follow the route, maintaining a steady straight course.;<loc1021>"
1086,9,161,170,77,1,BAD,precursor,The vehicle smoothly decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle normally follows the route, maintaining a steady speed.",follow,1,<loc1022>The vehicle smoothly decelerates to a stop while maintaining a straight course.;<loc1021>
1087,9,171,180,77,2,BAD,direct,The vehicle smoothly decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle accelerates steadily, maintaining a straight course.",accelerate,1,<loc1022>The vehicle smoothly decelerates to a stop while maintaining a straight course.;<loc1021>
1088,9,181,190,77,3,BAD,precursor,"The vehicle accelerates steadily to follow the front vehicle, maintaining a straight course.",accelerate,"The vehicle normally follows the route, accelerating to match the flow of traffic.",follow,1,"<loc1022>The vehicle accelerates steadily to follow the front vehicle, maintaining a straight course.;<loc1021>"
1089,9,191,200,77,4,BAD,precursor,"The vehicle follows the route, maintaining a steady speed and safe following distance behind the front car.",follow,"The vehicle accelerates steadily, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following distance behind the front car.;<loc1021>"
1090,9,201,210,77,5,BAD,precursor,"The vehicle follows the route, maintaining a steady speed behind the front car, driving straight.",follow,"The vehicle normally follows the route, maintaining a steady speed.",follow,1,"<loc1022>The vehicle follows the route, maintaining a steady speed behind the front car, driving straight.;<loc1021>"
1091,9,211,220,77,6,BAD,precursor,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,"The vehicle normally follows the route, maintaining a steady speed.",follow,1,"<loc1022>The vehicle maintains a steady speed while following the route, staying behind the front car.;<loc1021>"
1092,9,221,230,77,7,BAD,precursor,"The vehicle normally follows the route, maintaining a steady speed behind the front car.",follow,"The vehicle normally follows the route, maintaining a steady speed.",follow,1,"<loc1022>The vehicle normally follows the route, maintaining a steady speed behind the front car.;<loc1021>"
1093,9,231,240,77,8,BAD,precursor,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,"The vehicle normally follows the route, maintaining its speed.",follow,1,"<loc1022>The vehicle maintains a steady speed while following the route, staying behind the front car.;<loc1021>"
1094,9,241,250,77,9,BAD,direct,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle normally follows the route, maintaining a steady speed.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
1095,9,251,260,77,10,BAD,precursor,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,"The vehicle accelerates steadily, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle maintains a steady speed while following the route, staying behind the front car.;<loc1021>"
1096,9,261,270,77,11,BAD,precursor,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,"The vehicle normally follows the route, accelerating to match the flow of traffic.",follow,1,"<loc1022>The vehicle maintains a steady speed while following the route, staying behind the front car.;<loc1021>"
1097,9,271,280,77,12,BAD,precursor,"The vehicle follows the route, maintaining a straight course while accelerating normally.",follow,"The vehicle normally follows the route, maintaining a steady speed.",follow,1,"<loc1022>The vehicle follows the route, maintaining a straight course while accelerating normally.;<loc1021>"
1098,9,281,290,77,13,BAD,precursor,"The vehicle accelerates normally to follow the route, maintaining a straight course.",accelerate,"The vehicle normally follows the route, maintaining its speed.",follow,1,"<loc1022>The vehicle accelerates normally to follow the route, maintaining a straight course.;<loc1021>"
1099,9,291,300,77,14,BAD,direct,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,"The vehicle normally follows the route, maintaining a steady speed.",follow,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
1100,9,301,310,78,0,GOOD,,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,"The vehicle follows the route, maintaining steady lane keeping at a safe speed.",follow,1,"<loc1022>The vehicle maintains a steady speed while following the route, staying behind the front car.;<loc1021>"
1101,9,311,320,78,1,GOOD,,The vehicle accelerates smoothly and maintains its lane to follow the route.,accelerate,"The vehicle follows the route, maintaining steady lane keeping at a safe speed.",follow,1,<loc1022>The vehicle accelerates smoothly and maintains its lane to follow the route.;<loc1021>
1102,9,321,330,78,2,,,"The vehicle accelerates normally to follow the route, maintaining a steady straight course.",accelerate,"The vehicle follows the route, maintaining steady lane keeping at a safe speed.",follow,1,"<loc1022>The vehicle accelerates normally to follow the route, maintaining a steady straight course.;<loc1021>"
1103,9,331,340,78,3,,,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,"The vehicle follows the route, maintaining steady lane keeping at a safe speed.",follow,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
1104,9,341,350,78,4,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,The vehicle cautiously decelerates while maintaining a straight course.,decelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
1105,9,351,360,78,5,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
1106,9,361,370,78,6,,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
1107,9,371,380,78,7,,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
1108,9,381,390,78,8,GOOD,,The vehicle steadily decelerates while maintaining a straight course.,decelerate,"The vehicle remains stopped, steadily maintaining its position.",stop,1,<loc1022>The vehicle steadily decelerates while maintaining a straight course.;<loc1021>
1109,9,391,400,78,9,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1110,9,401,410,78,10,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1111,9,411,420,78,11,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
1112,9,421,430,78,12,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
